MonthlyIncome,effort
7657.0,"(0.00287, 0.00367]"
14400.0,"(-0.001, 0.000309]"
6600.0,"(0.00214, 0.00287]"
4210.0,"(0.00649, 0.04]"
5000.0,"(0.00287, 0.00367]"
2500.0,"(0.000309, 0.00134]"
5700.0,"(-0.001, 0.000309]"
8791.0,"(0.000309, 0.00134]"
5625.0,"(0.00468, 0.00649]"
6000.0,"(-0.001, 0.000309]"
13325.0,"(0.00214, 0.00287]"
5200.0,"(0.000309, 0.00134]"
2400.0,"(0.00367, 0.00468]"
9528.0,"(0.00367, 0.00468]"
4262.0,"(0.00287, 0.00367]"
7823.0,"(0.000309, 0.00134]"
3500.0,"(0.000309, 0.00134]"
10000.0,"(0.00367, 0.00468]"
3120.0,"(0.00134, 0.00214]"
8500.0,"(0.00287, 0.00367]"
9.0,"(0.04, 12.67]"
5958.0,"(0.00367, 0.00468]"
3000.0,"(-0.001, 0.000309]"
4800.0,"(0.00214, 0.00287]"
10652.0,"(0.00367, 0.00468]"
5900.0,"(0.00214, 0.00287]"
10150.0,"(-0.001, 0.000309]"
7175.0,"(0.00214, 0.00287]"
9408.0,"(0.00134, 0.00214]"
3000.0,"(-0.001, 0.000309]"
3200.0,"(0.00367, 0.00468]"
25000.0,"(0.00367, 0.00468]"
6000.0,"(0.00649, 0.04]"
5700.0,"(0.00468, 0.00649]"
2220.0,"(0.00214, 0.00287]"
6050.0,"(0.00367, 0.00468]"
6579.0,"(0.00214, 0.00287]"
3200.0,"(0.00287, 0.00367]"
2100.0,"(0.00287, 0.00367]"
9966.0,"(0.00367, 0.00468]"
80000.0,"(-0.001, 0.000309]"
2000.0,"(0.00468, 0.00649]"
1500.0,"(0.00649, 0.04]"
3750.0,"(0.00287, 0.00367]"
4000.0,"(0.00468, 0.00649]"
4393.0,"(0.00287, 0.00367]"
1500.0,"(-0.001, 0.000309]"
5500.0,"(0.00214, 0.00287]"
1600.0,"(-0.001, 0.000309]"
4500.0,"(-0.001, 0.000309]"
1.0,"(12.67, 3296.64]"
1555.0,"(0.00134, 0.00214]"
8916.0,"(0.00214, 0.00287]"
4700.0,"(0.00649, 0.04]"
2600.0,"(0.00649, 0.04]"
4200.0,"(0.000309, 0.00134]"
6400.0,"(0.000309, 0.00134]"
2200.0,"(0.000309, 0.00134]"
1502.0,"(-0.001, 0.000309]"
7750.0,"(0.00287, 0.00367]"
6250.0,"(0.000309, 0.00134]"
5000.0,"(0.00134, 0.00214]"
4200.0,"(0.00214, 0.00287]"
1700.0,"(0.00134, 0.00214]"
3500.0,"(0.00134, 0.00214]"
3000.0,"(0.00214, 0.00287]"
7750.0,"(0.00134, 0.00214]"
5200.0,"(0.00649, 0.04]"
3075.0,"(-0.001, 0.000309]"
4865.0,"(0.00468, 0.00649]"
8000.0,"(0.00468, 0.00649]"
8650.0,"(0.00134, 0.00214]"
4166.0,"(0.00134, 0.00214]"
820.0,"(0.00649, 0.04]"
1830.0,"(0.00649, 0.04]"
3817.0,"(0.00367, 0.00468]"
4150.0,"(-0.001, 0.000309]"
11400.0,"(0.00214, 0.00287]"
4930.0,"(0.000309, 0.00134]"
11250.0,"(0.000309, 0.00134]"
5200.0,"(0.000309, 0.00134]"
0.0,"(0.00649, 0.04]"
3750.0,"(0.000309, 0.00134]"
10000.0,"(0.00214, 0.00287]"
20400.0,"(0.00134, 0.00214]"
4478.0,"(0.00367, 0.00468]"
2916.0,"(-0.001, 0.000309]"
3716.0,"(0.00468, 0.00649]"
1913.0,"(0.00649, 0.04]"
13750.0,"(0.00468, 0.00649]"
8000.0,"(0.000309, 0.00134]"
3236.0,"(0.00468, 0.00649]"
11000.0,"(0.00468, 0.00649]"
2700.0,"(0.00367, 0.00468]"
14666.0,"(0.00468, 0.00649]"
3055.0,"(0.00468, 0.00649]"
7200.0,"(0.000309, 0.00134]"
5450.0,"(0.000309, 0.00134]"
6113.0,"(0.00468, 0.00649]"
7400.0,"(0.00468, 0.00649]"
1540.0,"(0.00649, 0.04]"
3500.0,"(0.000309, 0.00134]"
8708.0,"(0.00367, 0.00468]"
3750.0,"(0.00367, 0.00468]"
13172.0,"(0.00214, 0.00287]"
6651.0,"(0.00367, 0.00468]"
10500.0,"(0.00287, 0.00367]"
4200.0,"(0.00134, 0.00214]"
21150.0,"(0.00134, 0.00214]"
6700.0,"(0.00468, 0.00649]"
7550.0,"(0.00649, 0.04]"
8087.0,"(0.00134, 0.00214]"
2558.0,"(0.00649, 0.04]"
1100.0,"(0.00367, 0.00468]"
6250.0,"(0.00134, 0.00214]"
7500.0,"(-0.001, 0.000309]"
2500.0,"(0.00367, 0.00468]"
7400.0,"(0.00468, 0.00649]"
6000.0,"(0.00287, 0.00367]"
5972.0,"(0.00367, 0.00468]"
6364.0,"(0.00367, 0.00468]"
10250.0,"(0.00287, 0.00367]"
7333.0,"(0.00287, 0.00367]"
3000.0,"(0.00649, 0.04]"
3140.0,"(0.000309, 0.00134]"
4500.0,"(0.00649, 0.04]"
6800.0,"(0.00287, 0.00367]"
4000.0,"(0.00367, 0.00468]"
7692.0,"(0.00134, 0.00214]"
13416.0,"(0.00134, 0.00214]"
10834.0,"(-0.001, 0.000309]"
5100.0,"(0.00214, 0.00287]"
13500.0,"(0.00134, 0.00214]"
5560.0,"(0.00287, 0.00367]"
2000.0,"(0.000309, 0.00134]"
5500.0,"(0.00134, 0.00214]"
3668.0,"(0.00649, 0.04]"
3400.0,"(0.00367, 0.00468]"
9000.0,"(0.00134, 0.00214]"
5500.0,"(0.00367, 0.00468]"
5876.0,"(0.00468, 0.00649]"
11400.0,"(0.00287, 0.00367]"
7800.0,"(0.00287, 0.00367]"
11166.0,"(0.00287, 0.00367]"
23333.0,"(0.00214, 0.00287]"
4266.0,"(0.00214, 0.00287]"
10000.0,"(0.00367, 0.00468]"
3166.0,"(-0.001, 0.000309]"
7500.0,"(0.000309, 0.00134]"
3000.0,"(0.000309, 0.00134]"
5694.0,"(0.00214, 0.00287]"
13700.0,"(0.00134, 0.00214]"
3200.0,"(0.00468, 0.00649]"
4200.0,"(0.000309, 0.00134]"
0.0,"(12.67, 3296.64]"
7701.0,"(0.00649, 0.04]"
12300.0,"(0.00649, 0.04]"
7500.0,"(0.00214, 0.00287]"
6290.0,"(0.00367, 0.00468]"
8070.0,"(-0.001, 0.000309]"
7000.0,"(0.00649, 0.04]"
4230.0,"(0.00134, 0.00214]"
2200.0,"(0.00367, 0.00468]"
4583.0,"(0.00367, 0.00468]"
4793.0,"(0.00367, 0.00468]"
6354.0,"(0.00134, 0.00214]"
10000.0,"(0.000309, 0.00134]"
0.0,"(0.04, 12.67]"
4584.0,"(0.00468, 0.00649]"
5276.0,"(0.00367, 0.00468]"
8579.0,"(0.00468, 0.00649]"
11416.0,"(0.00287, 0.00367]"
6800.0,"(-0.001, 0.000309]"
3300.0,"(0.00134, 0.00214]"
12000.0,"(0.000309, 0.00134]"
4666.0,"(0.00214, 0.00287]"
7693.0,"(0.00134, 0.00214]"
8516.0,"(0.00214, 0.00287]"
2623.0,"(0.000309, 0.00134]"
8700.0,"(0.00287, 0.00367]"
4000.0,"(-0.001, 0.000309]"
10132.0,"(0.00287, 0.00367]"
7950.0,"(0.00649, 0.04]"
1610.0,"(0.00649, 0.04]"
1850.0,"(0.00649, 0.04]"
12333.0,"(0.00367, 0.00468]"
4850.0,"(0.000309, 0.00134]"
5800.0,"(-0.001, 0.000309]"
5750.0,"(0.00287, 0.00367]"
2240.0,"(0.00287, 0.00367]"
6000.0,"(-0.001, 0.000309]"
7650.0,"(0.00468, 0.00649]"
15416.0,"(0.00367, 0.00468]"
2500.0,"(0.00649, 0.04]"
3501.0,"(0.00649, 0.04]"
8060.0,"(0.00214, 0.00287]"
9949.0,"(0.00214, 0.00287]"
4883.0,"(0.00649, 0.04]"
4300.0,"(0.00287, 0.00367]"
10500.0,"(-0.001, 0.000309]"
10837.0,"(0.00214, 0.00287]"
13720.0,"(0.00367, 0.00468]"
3416.0,"(0.00214, 0.00287]"
8400.0,"(0.00214, 0.00287]"
2916.0,"(0.00468, 0.00649]"
5753.0,"(-0.001, 0.000309]"
9666.0,"(0.00134, 0.00214]"
13000.0,"(0.00134, 0.00214]"
7500.0,"(0.00134, 0.00214]"
12473.0,"(0.00134, 0.00214]"
4500.0,"(-0.001, 0.000309]"
1700.0,"(0.00468, 0.00649]"
6800.0,"(0.00287, 0.00367]"
3839.0,"(0.00287, 0.00367]"
7200.0,"(0.00468, 0.00649]"
20042.0,"(0.00367, 0.00468]"
2000.0,"(0.00468, 0.00649]"
5041.0,"(0.00287, 0.00367]"
3590.0,"(0.00214, 0.00287]"
23833.0,"(0.00367, 0.00468]"
9000.0,"(0.000309, 0.00134]"
5000.0,"(0.00468, 0.00649]"
9736.0,"(-0.001, 0.000309]"
6000.0,"(0.00287, 0.00367]"
2660.0,"(0.00468, 0.00649]"
5240.0,"(0.00367, 0.00468]"
3000.0,"(0.00287, 0.00367]"
10350.0,"(0.00468, 0.00649]"
4000.0,"(-0.001, 0.000309]"
14000.0,"(0.00214, 0.00287]"
3200.0,"(0.00214, 0.00287]"
9167.0,"(0.00214, 0.00287]"
5454.0,"(0.00367, 0.00468]"
12050.0,"(0.000309, 0.00134]"
1600.0,"(0.00134, 0.00214]"
6666.0,"(0.00367, 0.00468]"
3250.0,"(0.00134, 0.00214]"
2750.0,"(-0.001, 0.000309]"
5833.0,"(0.00134, 0.00214]"
3500.0,"(0.00214, 0.00287]"
3500.0,"(0.00367, 0.00468]"
5751.0,"(0.00649, 0.04]"
10159.0,"(0.00287, 0.00367]"
10332.0,"(0.00134, 0.00214]"
6750.0,"(0.00468, 0.00649]"
14500.0,"(0.000309, 0.00134]"
4536.0,"(0.00649, 0.04]"
9166.0,"(0.00367, 0.00468]"
10866.0,"(0.00214, 0.00287]"
5200.0,"(0.00214, 0.00287]"
6438.0,"(0.000309, 0.00134]"
4333.0,"(0.00367, 0.00468]"
7298.0,"(-0.001, 0.000309]"
4000.0,"(0.00468, 0.00649]"
4083.0,"(0.00649, 0.04]"
2667.0,"(0.00134, 0.00214]"
2666.0,"(0.00367, 0.00468]"
22900.0,"(0.00214, 0.00287]"
6116.0,"(0.000309, 0.00134]"
12500.0,"(0.00287, 0.00367]"
8880.0,"(0.00214, 0.00287]"
4000.0,"(0.000309, 0.00134]"
6583.0,"(0.000309, 0.00134]"
5677.0,"(0.00287, 0.00367]"
2600.0,"(0.00649, 0.04]"
3425.0,"(0.00134, 0.00214]"
4446.0,"(0.00367, 0.00468]"
5416.0,"(0.00468, 0.00649]"
4760.0,"(0.000309, 0.00134]"
4000.0,"(0.00367, 0.00468]"
2500.0,"(0.000309, 0.00134]"
2135.0,"(0.00649, 0.04]"
600.0,"(-0.001, 0.000309]"
10250.0,"(0.00287, 0.00367]"
9834.0,"(0.00287, 0.00367]"
2000.0,"(-0.001, 0.000309]"
4075.0,"(0.00214, 0.00287]"
1975.0,"(0.00134, 0.00214]"
1000.0,"(0.00649, 0.04]"
3447.0,"(0.00287, 0.00367]"
6100.0,"(-0.001, 0.000309]"
7250.0,"(0.00649, 0.04]"
6633.0,"(0.00214, 0.00287]"
1849.0,"(0.00214, 0.00287]"
5350.0,"(0.000309, 0.00134]"
16666.0,"(0.00468, 0.00649]"
1092.0,"(0.00649, 0.04]"
18000.0,"(0.000309, 0.00134]"
2875.0,"(0.00649, 0.04]"
4500.0,"(0.00468, 0.00649]"
3800.0,"(0.000309, 0.00134]"
7500.0,"(0.000309, 0.00134]"
7500.0,"(0.00214, 0.00287]"
3576.0,"(0.00134, 0.00214]"
2800.0,"(0.000309, 0.00134]"
2875.0,"(0.00367, 0.00468]"
3000.0,"(0.00134, 0.00214]"
7166.0,"(0.00134, 0.00214]"
5300.0,"(0.00468, 0.00649]"
7742.0,"(0.00468, 0.00649]"
3750.0,"(0.00134, 0.00214]"
8000.0,"(0.00287, 0.00367]"
2400.0,"(0.00214, 0.00287]"
4000.0,"(-0.001, 0.000309]"
9000.0,"(0.00214, 0.00287]"
0.0,"(0.04, 12.67]"
5600.0,"(0.00468, 0.00649]"
3333.0,"(-0.001, 0.000309]"
1500.0,"(0.00649, 0.04]"
11250.0,"(0.00287, 0.00367]"
3001.0,"(0.000309, 0.00134]"
7049.0,"(0.00134, 0.00214]"
2600.0,"(-0.001, 0.000309]"
820.0,"(-0.001, 0.000309]"
5013.0,"(0.00287, 0.00367]"
6421.0,"(0.00214, 0.00287]"
7000.0,"(0.00214, 0.00287]"
5583.0,"(0.00468, 0.00649]"
9000.0,"(0.00214, 0.00287]"
4000.0,"(0.00468, 0.00649]"
8705.0,"(0.00287, 0.00367]"
5200.0,"(0.000309, 0.00134]"
5910.0,"(0.00287, 0.00367]"
5245.0,"(0.00287, 0.00367]"
5072.0,"(0.00367, 0.00468]"
7188.0,"(0.00214, 0.00287]"
7700.0,"(0.00134, 0.00214]"
10500.0,"(0.00287, 0.00367]"
3000.0,"(0.00287, 0.00367]"
6600.0,"(0.000309, 0.00134]"
5550.0,"(0.00367, 0.00468]"
4400.0,"(0.00134, 0.00214]"
4500.0,"(0.000309, 0.00134]"
7916.0,"(0.00367, 0.00468]"
6100.0,"(0.00468, 0.00649]"
4080.0,"(0.00468, 0.00649]"
5000.0,"(0.00468, 0.00649]"
6349.0,"(0.00468, 0.00649]"
7050.0,"(0.00214, 0.00287]"
3290.0,"(0.00134, 0.00214]"
4076.0,"(-0.001, 0.000309]"
1300.0,"(0.00649, 0.04]"
2784.0,"(0.00468, 0.00649]"
7258.0,"(0.00367, 0.00468]"
14100.0,"(-0.001, 0.000309]"
4500.0,"(0.00134, 0.00214]"
1650.0,"(0.000309, 0.00134]"
3564.0,"(0.00287, 0.00367]"
7978.0,"(0.00468, 0.00649]"
7500.0,"(0.00214, 0.00287]"
1800.0,"(0.000309, 0.00134]"
5127.0,"(0.00367, 0.00468]"
11000.0,"(0.00367, 0.00468]"
764.0,"(0.00649, 0.04]"
1300.0,"(0.00287, 0.00367]"
1020.0,"(0.00367, 0.00468]"
3042.0,"(0.00134, 0.00214]"
2300.0,"(-0.001, 0.000309]"
21000.0,"(0.00649, 0.04]"
7096.0,"(0.00367, 0.00468]"
4333.0,"(-0.001, 0.000309]"
3000.0,"(0.00649, 0.04]"
4554.0,"(0.00214, 0.00287]"
2500.0,"(0.00134, 0.00214]"
4250.0,"(0.00214, 0.00287]"
5897.0,"(-0.001, 0.000309]"
8272.0,"(0.00214, 0.00287]"
5000.0,"(0.00649, 0.04]"
1400.0,"(-0.001, 0.000309]"
4000.0,"(0.00287, 0.00367]"
2800.0,"(0.00287, 0.00367]"
8333.0,"(0.00287, 0.00367]"
825.0,"(0.000309, 0.00134]"
6000.0,"(0.00367, 0.00468]"
2906.0,"(0.00134, 0.00214]"
6200.0,"(0.00367, 0.00468]"
4200.0,"(0.00367, 0.00468]"
3800.0,"(-0.001, 0.000309]"
4200.0,"(-0.001, 0.000309]"
3830.0,"(0.000309, 0.00134]"
4966.0,"(0.000309, 0.00134]"
6500.0,"(0.00287, 0.00367]"
8300.0,"(0.00287, 0.00367]"
11167.0,"(0.00649, 0.04]"
7374.0,"(0.00134, 0.00214]"
7000.0,"(-0.001, 0.000309]"
7888.0,"(0.000309, 0.00134]"
6031.0,"(0.00287, 0.00367]"
7672.0,"(0.00287, 0.00367]"
5305.0,"(0.00134, 0.00214]"
871.0,"(0.00649, 0.04]"
4000.0,"(0.000309, 0.00134]"
4500.0,"(0.00367, 0.00468]"
2527.0,"(0.000309, 0.00134]"
4400.0,"(0.00367, 0.00468]"
8500.0,"(0.00287, 0.00367]"
9200.0,"(0.000309, 0.00134]"
2000.0,"(0.00649, 0.04]"
7000.0,"(0.00214, 0.00287]"
3052.0,"(-0.001, 0.000309]"
4000.0,"(0.00134, 0.00214]"
4825.0,"(0.00649, 0.04]"
4400.0,"(0.00468, 0.00649]"
1600.0,"(0.00134, 0.00214]"
4024.0,"(0.00367, 0.00468]"
4000.0,"(0.00367, 0.00468]"
10000.0,"(0.00649, 0.04]"
4509.0,"(0.00287, 0.00367]"
8500.0,"(0.00649, 0.04]"
4500.0,"(0.000309, 0.00134]"
3000.0,"(-0.001, 0.000309]"
1723.0,"(-0.001, 0.000309]"
3950.0,"(0.00287, 0.00367]"
1800.0,"(-0.001, 0.000309]"
7805.0,"(0.00134, 0.00214]"
5833.0,"(0.00214, 0.00287]"
6000.0,"(-0.001, 0.000309]"
1270.0,"(0.00287, 0.00367]"
6800.0,"(-0.001, 0.000309]"
4000.0,"(0.00134, 0.00214]"
7471.0,"(0.00468, 0.00649]"
6186.0,"(0.00214, 0.00287]"
1721.0,"(-0.001, 0.000309]"
6000.0,"(0.00214, 0.00287]"
9166.0,"(0.00367, 0.00468]"
3083.0,"(-0.001, 0.000309]"
3774.0,"(0.00214, 0.00287]"
1801.0,"(0.000309, 0.00134]"
5547.0,"(0.00214, 0.00287]"
5250.0,"(0.000309, 0.00134]"
3664.0,"(0.00649, 0.04]"
2500.0,"(0.00649, 0.04]"
7817.0,"(0.00134, 0.00214]"
7800.0,"(0.00287, 0.00367]"
0.0,"(0.04, 12.67]"
2500.0,"(0.00134, 0.00214]"
11233.0,"(0.000309, 0.00134]"
8000.0,"(0.00214, 0.00287]"
10373.0,"(0.000309, 0.00134]"
3300.0,"(0.00134, 0.00214]"
2083.0,"(0.00649, 0.04]"
13608.0,"(0.00214, 0.00287]"
6398.0,"(0.00214, 0.00287]"
2433.0,"(0.000309, 0.00134]"
20820.0,"(0.00214, 0.00287]"
9708.0,"(0.00468, 0.00649]"
6683.0,"(0.00134, 0.00214]"
7331.0,"(0.00287, 0.00367]"
8833.0,"(0.00367, 0.00468]"
3500.0,"(0.00649, 0.04]"
4000.0,"(0.00214, 0.00287]"
10000.0,"(0.00468, 0.00649]"
7340.0,"(-0.001, 0.000309]"
13975.0,"(0.00214, 0.00287]"
16000.0,"(-0.001, 0.000309]"
5313.0,"(0.00287, 0.00367]"
3000.0,"(-0.001, 0.000309]"
4500.0,"(0.00367, 0.00468]"
6600.0,"(0.00214, 0.00287]"
22900.0,"(0.00214, 0.00287]"
35563.0,"(0.000309, 0.00134]"
10700.0,"(0.000309, 0.00134]"
1882.0,"(0.00134, 0.00214]"
5305.0,"(0.000309, 0.00134]"
3825.0,"(0.00649, 0.04]"
2083.0,"(0.000309, 0.00134]"
5600.0,"(0.000309, 0.00134]"
11747.0,"(0.00134, 0.00214]"
1200.0,"(0.00649, 0.04]"
5054.0,"(0.000309, 0.00134]"
9333.0,"(0.000309, 0.00134]"
2600.0,"(0.00214, 0.00287]"
2251.0,"(-0.001, 0.000309]"
7803.0,"(0.00287, 0.00367]"
4000.0,"(0.00367, 0.00468]"
1781.0,"(0.00367, 0.00468]"
6000.0,"(0.00287, 0.00367]"
3497.0,"(0.000309, 0.00134]"
2206.0,"(0.00468, 0.00649]"
70000.0,"(0.000309, 0.00134]"
7410.0,"(0.000309, 0.00134]"
4666.0,"(0.00468, 0.00649]"
18400.0,"(0.00367, 0.00468]"
7000.0,"(-0.001, 0.000309]"
3750.0,"(0.000309, 0.00134]"
13136.0,"(0.00287, 0.00367]"
5800.0,"(0.00468, 0.00649]"
7044.0,"(0.00287, 0.00367]"
390.0,"(0.00367, 0.00468]"
4756.0,"(0.00649, 0.04]"
3600.0,"(0.00367, 0.00468]"
12000.0,"(0.00214, 0.00287]"
5833.0,"(0.00367, 0.00468]"
5900.0,"(0.00367, 0.00468]"
5020.0,"(0.00367, 0.00468]"
6914.0,"(0.00367, 0.00468]"
3500.0,"(0.000309, 0.00134]"
13466.0,"(0.00468, 0.00649]"
4433.0,"(-0.001, 0.000309]"
9000.0,"(0.00134, 0.00214]"
340.0,"(-0.001, 0.000309]"
12000.0,"(0.000309, 0.00134]"
12000.0,"(0.00367, 0.00468]"
2000.0,"(0.00649, 0.04]"
4550.0,"(0.00649, 0.04]"
5000.0,"(0.00134, 0.00214]"
11235.0,"(0.00134, 0.00214]"
12898.0,"(0.00468, 0.00649]"
13200.0,"(0.000309, 0.00134]"
1.0,"(-0.001, 0.000309]"
6000.0,"(0.00134, 0.00214]"
15000.0,"(0.00649, 0.04]"
6416.0,"(0.000309, 0.00134]"
2688.0,"(0.000309, 0.00134]"
7250.0,"(0.00134, 0.00214]"
32700.0,"(0.000309, 0.00134]"
3867.0,"(0.00468, 0.00649]"
6667.0,"(0.00214, 0.00287]"
8500.0,"(0.000309, 0.00134]"
5933.0,"(0.00214, 0.00287]"
3016.0,"(0.00367, 0.00468]"
2257.0,"(0.00649, 0.04]"
4300.0,"(0.00468, 0.00649]"
13500.0,"(0.00649, 0.04]"
1000.0,"(0.000309, 0.00134]"
2907.0,"(0.00367, 0.00468]"
8522.0,"(0.00287, 0.00367]"
6400.0,"(0.00367, 0.00468]"
10133.0,"(0.00214, 0.00287]"
11083.0,"(-0.001, 0.000309]"
5833.0,"(-0.001, 0.000309]"
1179.0,"(0.00134, 0.00214]"
5416.0,"(0.000309, 0.00134]"
13766.0,"(0.00287, 0.00367]"
8650.0,"(-0.001, 0.000309]"
1250.0,"(0.00649, 0.04]"
4400.0,"(0.00214, 0.00287]"
2408.0,"(0.00649, 0.04]"
17600.0,"(0.00287, 0.00367]"
7550.0,"(0.00214, 0.00287]"
15583.0,"(0.00214, 0.00287]"
4068.0,"(-0.001, 0.000309]"
2080.0,"(0.00134, 0.00214]"
1.0,"(0.04, 12.67]"
10500.0,"(0.00214, 0.00287]"
5132.0,"(0.00468, 0.00649]"
1700.0,"(0.00287, 0.00367]"
1232.0,"(0.00468, 0.00649]"
13067.0,"(0.00214, 0.00287]"
864.0,"(0.00649, 0.04]"
3429.0,"(0.00468, 0.00649]"
3687.0,"(0.00214, 0.00287]"
8035.0,"(-0.001, 0.000309]"
8926.0,"(0.00649, 0.04]"
6400.0,"(0.00649, 0.04]"
5999.0,"(0.00214, 0.00287]"
2200.0,"(0.00214, 0.00287]"
0.0,"(12.67, 3296.64]"
1350.0,"(-0.001, 0.000309]"
4166.0,"(0.00214, 0.00287]"
9266.0,"(-0.001, 0.000309]"
2452.0,"(0.00214, 0.00287]"
10000.0,"(0.00134, 0.00214]"
4000.0,"(-0.001, 0.000309]"
6166.0,"(0.00287, 0.00367]"
5500.0,"(0.00134, 0.00214]"
3473.0,"(0.00134, 0.00214]"
2200.0,"(0.00214, 0.00287]"
4470.0,"(0.00468, 0.00649]"
13100.0,"(0.00367, 0.00468]"
1664.0,"(0.00468, 0.00649]"
4583.0,"(0.00214, 0.00287]"
6863.0,"(0.00287, 0.00367]"
9533.0,"(0.00367, 0.00468]"
1377.0,"(0.00214, 0.00287]"
8000.0,"(0.00287, 0.00367]"
3999.0,"(0.00134, 0.00214]"
6200.0,"(0.00649, 0.04]"
15000.0,"(0.00134, 0.00214]"
9100.0,"(0.00214, 0.00287]"
3721.0,"(0.000309, 0.00134]"
4132.0,"(0.00367, 0.00468]"
6655.0,"(0.000309, 0.00134]"
2000.0,"(0.00134, 0.00214]"
1500.0,"(0.00214, 0.00287]"
6500.0,"(0.00134, 0.00214]"
4866.0,"(0.000309, 0.00134]"
4238.0,"(0.00649, 0.04]"
6600.0,"(0.00468, 0.00649]"
8857.0,"(0.00214, 0.00287]"
4583.0,"(0.00367, 0.00468]"
9403.0,"(0.00214, 0.00287]"
3807.0,"(0.00649, 0.04]"
7550.0,"(0.00214, 0.00287]"
4350.0,"(0.00134, 0.00214]"
2200.0,"(0.00214, 0.00287]"
15924.0,"(0.000309, 0.00134]"
470.0,"(-0.001, 0.000309]"
400.0,"(0.000309, 0.00134]"
2666.0,"(-0.001, 0.000309]"
3166.0,"(0.00649, 0.04]"
4400.0,"(0.00214, 0.00287]"
0.0,"(12.67, 3296.64]"
12000.0,"(0.000309, 0.00134]"
4500.0,"(0.00468, 0.00649]"
5500.0,"(0.00134, 0.00214]"
5416.0,"(0.00649, 0.04]"
5000.0,"(0.00367, 0.00468]"
8500.0,"(0.00367, 0.00468]"
0.0,"(12.67, 3296.64]"
6547.0,"(0.00287, 0.00367]"
5600.0,"(0.00468, 0.00649]"
4500.0,"(0.00468, 0.00649]"
12100.0,"(0.000309, 0.00134]"
6500.0,"(-0.001, 0.000309]"
6800.0,"(0.00134, 0.00214]"
5263.0,"(0.00287, 0.00367]"
4000.0,"(0.00367, 0.00468]"
12650.0,"(0.00134, 0.00214]"
4000.0,"(-0.001, 0.000309]"
6215.0,"(0.00367, 0.00468]"
5596.0,"(0.00367, 0.00468]"
2816.0,"(0.00287, 0.00367]"
10500.0,"(0.00367, 0.00468]"
7850.0,"(0.00287, 0.00367]"
8516.0,"(0.00367, 0.00468]"
0.0,"(-0.001, 0.000309]"
4300.0,"(0.00649, 0.04]"
13375.0,"(0.00287, 0.00367]"
2397.0,"(0.00649, 0.04]"
1600.0,"(-0.001, 0.000309]"
1125.0,"(0.00649, 0.04]"
9700.0,"(-0.001, 0.000309]"
3200.0,"(0.00134, 0.00214]"
1436.0,"(0.00134, 0.00214]"
8319.0,"(0.00287, 0.00367]"
3133.0,"(0.00214, 0.00287]"
11200.0,"(0.00134, 0.00214]"
5112.0,"(0.00214, 0.00287]"
1673.0,"(0.00649, 0.04]"
2812.0,"(0.00468, 0.00649]"
820.0,"(-0.001, 0.000309]"
8202.0,"(0.00287, 0.00367]"
6500.0,"(0.00468, 0.00649]"
13904.0,"(0.00134, 0.00214]"
5000.0,"(0.00287, 0.00367]"
3066.0,"(0.00134, 0.00214]"
1.0,"(12.67, 3296.64]"
400.0,"(0.00649, 0.04]"
12040.0,"(0.00367, 0.00468]"
900.0,"(0.00367, 0.00468]"
4500.0,"(0.00367, 0.00468]"
13500.0,"(0.00287, 0.00367]"
3000.0,"(0.00367, 0.00468]"
2800.0,"(0.00367, 0.00468]"
15416.0,"(0.00468, 0.00649]"
3583.0,"(0.000309, 0.00134]"
2550.0,"(0.00214, 0.00287]"
1.0,"(0.04, 12.67]"
10500.0,"(0.00134, 0.00214]"
2083.0,"(0.00649, 0.04]"
5000.0,"(0.00287, 0.00367]"
4440.0,"(0.00134, 0.00214]"
2124.0,"(0.00214, 0.00287]"
10500.0,"(0.000309, 0.00134]"
14416.0,"(-0.001, 0.000309]"
1500.0,"(0.00649, 0.04]"
11600.0,"(0.00134, 0.00214]"
11891.0,"(0.00214, 0.00287]"
6958.0,"(0.00287, 0.00367]"
6800.0,"(-0.001, 0.000309]"
82000.0,"(0.000309, 0.00134]"
3500.0,"(0.00468, 0.00649]"
15000.0,"(0.00214, 0.00287]"
4278.0,"(0.000309, 0.00134]"
6666.0,"(0.00649, 0.04]"
10200.0,"(0.000309, 0.00134]"
10500.0,"(-0.001, 0.000309]"
3400.0,"(0.00134, 0.00214]"
2000.0,"(-0.001, 0.000309]"
1.0,"(0.04, 12.67]"
2185.0,"(0.04, 12.67]"
10500.0,"(0.00134, 0.00214]"
5000.0,"(0.00134, 0.00214]"
4500.0,"(-0.001, 0.000309]"
2600.0,"(-0.001, 0.000309]"
9166.0,"(0.00134, 0.00214]"
10227.0,"(0.00134, 0.00214]"
5500.0,"(0.00367, 0.00468]"
26300.0,"(0.00134, 0.00214]"
6500.0,"(0.00287, 0.00367]"
500.0,"(-0.001, 0.000309]"
7583.0,"(0.00287, 0.00367]"
15890.0,"(-0.001, 0.000309]"
6424.0,"(0.00134, 0.00214]"
3528.0,"(0.00649, 0.04]"
9666.0,"(0.00287, 0.00367]"
4666.0,"(0.00287, 0.00367]"
2500.0,"(0.00649, 0.04]"
4000.0,"(0.00134, 0.00214]"
7000.0,"(0.00468, 0.00649]"
3501.0,"(0.00649, 0.04]"
2056.0,"(-0.001, 0.000309]"
13186.0,"(0.00468, 0.00649]"
3750.0,"(0.00468, 0.00649]"
6667.0,"(0.00134, 0.00214]"
